postal_code,city,state,name,max(cool)
78722,Austin,TX,QMart,1
32789,Winter Park,FL,"Cullen & Hemphill, PLC",1
34787,Winter Garden,FL,Stratus Roofing,1
30342,Atlanta,GA,Halcyon Hospice,1
97230,Portland,OR,Kennedy Restoration,1
97006,Beaverton,OR,Anderson Towing & Recovery,1
97230,Portland,OR,7-Eleven,1
97239,Portland,OR,Rizk Law,1
43219,Columbus,OH,Staybridge Suites Columbus-Airport,1
30341,Atlanta,GA,Quality Inn Northeast,1
78610,Buda,TX,Best Western Plus Buda Austin Inn & Suites,1
V7P 1B7,North Vancouver,BC,Speedy Plumbing & Rooter,1
V3L 3R3,New Westminster,BC,Royal City Taxi,1
78731,Austin,TX,ATX Black Car,1
43224,Columbus,OH,Columbus Local Locksmith,1
02368,Randolph,MA,CVS Pharmacy,1
V5Y 1E3,Vancouver,BC,Anytime Fitness,1
02148,Malden,MA,Town Line Inn,1
43202,Columbus,OH,Marriott Columbus University Area,1
78746,Austin,TX,Short Bus Chauffeur,1
01923,Danvers,MA,Provencher Van Lines,1
V4K 5B8,Delta,BC,Delta Town & Country Inn,1
32805,Orlando,FL,Westbrook Service Corporation,1
78734,Austin,TX,Bee Cave Fitness,1
30327,Atlanta,GA,Atlanta Fine Homes Sotheby's International Realty,1
34734,Gotha,FL,Like New Wash,1
97035,Portland,OR,Northwest Photobooths,1
78750,Austin,TX,Capital City Plumbing & Drain,1
02139,Cambridge,MA,Plowguys,1
02026,Dedham,MA,Hercules C & G Drain,1
78745,Austin,TX,Walk! ATX Pet Care,1
78610,Buda,TX,Quality Inn & Suites,1
02115,Boston,MA,Boston Fenway Inn,1
78734,Lakeway,TX,O'Neill's Pools,1
78734,Austin,TX,"Fortress Lock, Safe, & Security",1
78759,Austin,TX,Tanya Gripton Walker - Horizon Realty,1
97062,Tualatin,OR,Leahana Byrd Photography,1
43240,Columbus,OH,Holiday Inn Express & Suites Columbus - Polaris Parkway,1
30033,Decatur,GA,Good Dog Atlanta,1
78758,Austin,TX,Campbell Appliance Heating & Air,1
78732,Austin,TX,Responsible Ride,1
97233,Portland,OR,Bee Control Northwest,1
32822,Orlando,FL,OMNI Airport Parking,1
01730,Bedford,MA,Bistro 44,1
02478,Belmont,MA,D Muzzioli Associates,1
30084,Tucker,GA,Days Inn & Suites by Wyndham Tucker/Northlake,1
01908,Nahant,MA,Nahant Country Club,1
30315,Atlanta,GA,Yellow Cab,1
V5H 2G1,Burnaby,BC,Best Western Plus Burnaby Hotel,1
30313,Atlanta,GA,Castleberry Inn & Suites,1
02109,Boston,MA,Kars4kids Car Donation,1
97223,Portland,OR,Happy Towing,1
78737,Austin,TX,Deer Run Chauffeur Service,1
78752,Austin,TX,LOGIX Communications,1
V3B 8G7,Port Coquitlam,BC,Go Wash Car Wash,1
34746,Kissimmee,FL,Knights Inn Kissimmee,1
32837,Orlando,FL,Applebee's Grill + Bar,1
78701,Austin,TX,Homewood Suites by Hilton Austin Downtown,1
78745,Austin,TX,Elmcroft of Austin,1
78701,Austin,TX,Lux Limo,1
43110,Canal Winchester,OH,Zachariah's Redeye Barbeque,1
78754,Austin,TX,Restoration 1 of Round Rock,1
V6B 1C3,Vancouver,BC,7-Eleven,1
02451,Waltham,MA,Mike Hughes- Hughes Residential,1
30326,Atlanta,GA,Tow Atlanta,1
78750,Austin,TX,No Sweat,1
43230,Columbus,OH,Custom Air Conditioning and Heating Co.,1
43123,Grove City,OH,Benjamin Franklin Plumbing - Columbus,1
30349,College Park,GA,Knights Inn College Park,1
02459,Newton,MA,Five Journeys,1
78728,Austin,TX,Holiday Inn Express & Suites Austin-North,1
97220,Portland,OR,ampm,1
78759,Austin,TX,Austin Express Keys,1
02445,Boston,MA,Lock smith,1
01778,Wayland,MA,Pirelli Pest Management,1
97205,Portland,OR,Star Park,1
30315,Atlanta,GA,McDonald's,1
V6X 1S3,Richmond,BC,Holiday Inn Express Vancouver Airport - Richmond,1
02111,Boston,MA,Boston Valet,1
78652,Austin,TX,Keep Austin Weird Homes,1
98663,Vancouver,WA,Proline Plumbing and Sewer,1
32819,Orlando,FL,The Floridian Hotel & Suites,1
97206,Portland,OR,Perfect View Window Cleaning,1
78759,Austin,TX,St. David's Children's Hospital,1
30084,Atlanta,GA,DoubleTree by Hilton Hotel Atlanta - Northlake,1
43026,Hilliard,OH,"American Air Heating, Cooling, Electric, & Plumbing",1
43229,Columbus,OH,HomeTeam Inspection Service - Columbus,1
32808,Orlando,FL,Quality Inn & Suites,1
43068,Reynoldsburg,OH,Red Roof Inn Columbus East - Reynoldsburg,1
02460,Newtonville,MA,Astro Locksmith and Supply,1
78610,Buda,TX,Pilot Travel Center,1
02151,Revere,MA,Rapid Response Boston,1
02458,Newton,MA,Luna's Family Moving,1
97086,Happy Valley,OR,MP Heating And Air Conditioning,1
02169,Quincy,MA,Aspinwall Baystate,1
V6E 2V2,Vancouver,BC,Fit4Less,1
78759,Austin,TX,1Source Moving,1
32801,ORLANDO,FL,Orlando Painting Company,1
02116,Boston,MA,Can't Stop Moving,1
97229,Portland,OR,Think Pink Flamingo Flocking,1
78701,Austin,TX,Yellow Umbrella Events,1
32821,Orlando,FL,Central Florida Behavioral Hospital,1
01730,Bedford,MA,Linear Air,1
43228,Columbus,OH,Hampton Inn Columbus-West,1
97215,Portland,OR,Parcel,1
43230,Columbus,OH,Hampton Inn & Suites Columbus-Easton Area,1
78746,Austin,TX,Wesley Steck - JB Goodwin Realtors,1
78754,Austin,TX,Godog,1
78724,Austin,TX,AAA AUGER Plumbing Services,1
43017,Dublin,OH,Avery Road Shell,1
32824,Orlando,FL,Riker's Roadside of Central Florida,1
32792,Winter Park,FL,7-Eleven,1
V5B 1R9,Burnaby,BC,Aladin Automotive Laundry,1
43082,Westerville,OH,Al's Towing,1
32803,Orlando,FL,AdventHealth for Children,1
02114,Boston,MA,Classpop!,1
43110,Canal Winchester,OH,Waffle House,1
30030,Decatur,GA,Messiah Heating and Air Conditioning,1
32837,Orlando,FL,Roto-Rooter Plumbing & Water Cleanup,1
78745,Austin,TX,Jurassic Car Wash,1
02116,Boston,MA,Real Estate Randy,1
V6Y 2V7,Richmond,BC,Shoppers Drug Mart,1
32801,Orlando,FL,Metro 25/7 Fitness,1
V5M 4V8,Vancouver,BC,Subway,1
32819,Orlando,FL,Extended Stay America - Orlando Theme Parks - Major Blvd.,1
32822,Orlando,FL,Gold Park Orlando,1
30312,Atlanta,GA,"George C Creal Jr., PC, Trial Lawyers",1
78745,Austin,TX,Karin Thomas - All City Real Estate,1
32824,Orlando,FL,Mercado Transportation LLC,1
78737,Austin,TX,Chris Kelly Photography,1
30305,Atlanta,GA,Roadie,1
02458,Newton,MA,Perfect Paws,1
97224,Portland,OR,Portland Catering Company,1
V6J 5L1,Vancouver,BC,Urban Hideaway Guesthouse,1
34761,Ocoee,FL,Sam's Express Moving & Delivery,1
32836,Orlando,FL,Quality Suites Lake Buena Vista,1
02143,Somerville,MA,Distinct Plumbing Heating & Gas Fitting,1
43209,Columbus,OH,McDonald's,1
43228,Columbus,OH,Critter Control,1
78704,Austin,TX,Ladell Wallcoverings,1
78758,Austin,TX,J J Mart,1
43228,Columbus,OH,Best Western Suites,1
97005,Beaverton,OR,Motel 6 Beaverton,1
02072,Stoughton,MA,Zeolla Plumbing & Heating,1
78640,Kyle,TX,McDonald's,1
32796,Titusville,FL,Healthy Evolution Fitness Center,1
30032,Decatur,GA,Motel 6,1
97225,Portland,OR,Rodeway Inn & Suites,1
78748,Austin,TX,Austin's Green Air & Heating,1
01915,Beverly,MA,One Stop Market II,1
02072,Stoughton,MA,Curahealth Stoughton,1
97216,Portland,OR,Blue Sky Tree Care,1
97015,Clackamas,OR,Robben & Sons Heating,1
34787,Winter Garden,FL,StainLifters Carpet Cleaning,1
02453,Waltham,MA,Crescent Suites Hotel,1
43219,Columbus,OH,Fairfield Inn & Suites Columbus Airport,1
97233,Portland,OR,Motel 6 Gresham,1
78753,Austin,TX,Austin Prestige Limo,1
30355,Atlanta,GA,Meck Organizing,1
30360,Atlanta,GA,Factory Bed,1
02131,Boston,MA,Roman Tree Services,1
02148,Malden,MA,Walgreens,1
30309,Atlanta,GA,Hampton Inn & Suites Atlanta Midtown,1
01915,Beverly,MA,CVS Pharmacy,1
30308,Atlanta,GA,Shellmont Inn Bed and Breakfast,1
43219,Columbus,OH,Hampton Inn Columbus-Airport,1
43123,Grove City,OH,Comfort Inn,1
30316,Atlanta,GA,Wendy's,1
02155,Medford,MA,Export Enterprises,1
78745,Austin,TX,Home Birth Honey,1
78701,Austin,TX,The Guild Red River,1
32703,Apopka,FL,Denny's,1
02128,East Boston,MA,Walgreens,1
78719,Austin,TX,ExecuCar,1
78737,Austin,TX,Ledgestone,1
97224,Portland,OR,Handy Haulers Moving,1
30318,Atlanta,GA,Nonstop Plumbing,1
43219,Columbus,OH,Ginson Speich - Keller Williams Greater Columbus,1
30035,Decatur,GA,Racetrac,1
02494,Needham,MA,Mann Law Firm,1
34746,Kissimmee,FL,Best Western Plus Kissimmee-Lake Buena Vista South Inn & Suites,1
32789,Winter Park,FL,My VIP Tour,1
97206,Portland,OR,911 Restoration of Portland,1
43123,Grove City,OH,Frog Pro Services,1
30080,Smyrna,GA,RaceTrac,1
01960,Peabody,MA,Anytime Fitness,1
97035,Lake Oswego,OR,SERVPRO of Tigard/Tualatin/Lake Oswego/West Linn and Beaverton,1
80304,Boulder,CO,Boulder Transport,1
97068,West Linn,OR,New Life Leather and Vinyl,1
43081,Westerville,OH,Smoke Seitz,1
02138,Cambridge,MA,Cambridge Landscape,1
78734,Austin,TX,Sea Tow,1
78753,Austin,TX,Ramada Limited North Austin,1
32819,Orlando,FL,Orlando Airport Van,1
97007,Aloha,OR,McDonald's,1
30309,atlanta,GA,"The Sud Studs, Inc. Mobile Detailing",1
32771,Sanford,FL,Athen's Towing,1
97007,Beaverton,OR,Walgreens,1
02169,Quincy,MA,M H Mechanical,1
32771,Sanford,FL,SERVPRO of North Seminole County,1
78752,Austin,TX,Country Inn & Suites by Radisson - Austin-University,1
43147,Pickerington,OH,Ohio Health Pickerington Medical Campus,1
43123,Grove City,OH,Hampton Inn Columbus-South,1
97267,Portland,OR,Milwaukie Inn,1
02141,Cambridge,MA,Dunkin',1
78749,Austin,TX,Prime Cuts Tree Service,1
97006,Beaverton,OR,Stand Up Guys Junk Removal,1
02150,Chelsea,MA,Dunkin',1
32819,Orlando,FL,Heart Of I-Drive,1
78620,Dripping Springs,TX,Hill Country A/C Solutions,1
02131,Roslindale,MA,Dunkin',1
02125,Dorchester,MA,In Realty,1
80301,Boulder,CO,Anytime Fitness,1
34769,Saint Cloud,FL,Russell's R & S Auto Repair & Towing,1
V6E 4N5,Vancouver,BC,Aladdin Homecare,1
97210,Portland,OR,McDonald's,1
78726,Austin,TX,WM Pro Movers,1
78745,Austin,TX,Pristine Cleaning of Austin,1
78748,Austin,TX,Extreme Pressure Washers,1
01905,Lynn,MA,Garcia's Taxi,1
01887,Wilmington,MA,Super Service Today,1
30309,Atlanta,GA,Cleo Meyer - State Farm Insurance Agent,1
V5X 2T4,Vancouver,BC,Esso,1
97045,Oregon City,OR,Best Western Plus Rivershore Hotel,1
97005,Beaverton,OR,Pro Tow,1
78731,Austin,TX,Ely & Reed,1
78746,Austin,TX,Lorenz & Lorenz,1
34747,Kissimmee,FL,Boogie's Transportation,1
78701,Austin,TX,Adina,1
02090,Westwood,MA,Boston Carriage,1
78748,Austin,TX,Central Texas Valet,1
34746,Kissimmee,FL,"Barefoot Suites, an Ascend Hotel Collection Member",1
98662,Vancouver,WA,McDonald's,1
78758,Austin,TX,Econo Lodge near The Domain - The Arboretum,1
02110,Boston,MA,24 Hours Locksmith,1
30067,Marietta,GA,Extended Stay America - Atlanta - Marietta - Powers Ferry Rd.,1
98661,Vancouver,WA,Anderson Mini Storage,1
78701,Austin,TX,Holiday Inn Express & Suites Austin Downtown - University,1
V6B 3J5,Vancouver,BC,7-Eleven,1
78745,Austin,TX,Capital Siding and Roofing Contractors,1
43229,Columbus,OH,Red Roof Inn PLUS+ Columbus - The Ohio State University,1
02021,Canton,MA,SynergyOne Solutions,1
78758,Austin,TX,Alert 360 Home Security,1
78744,Austin,TX,Super 8 by Wyndham Austin/Airport South,1
78758,Austin,TX,Fort Knox Home Security and Alarm Austin,1
43147,Pickerington,OH,Hampton Inn Columbus-East,1
33897,Davenport,FL,Pipe it Right Plumbing,1
30315,Atlanta,GA,Groove On Entertainment - Atlanta,1
78758,Austin,TX,Terminix,1
78733,Austin,TX,DISH,1
97217,Portland,OR,JR Johnson,1
30326,Atlanta,GA,Bader Scott Injury Lawyers,1
43017,Dublin,OH,Extended Stay America - Columbus - Sawmill Rd.,1
78741,Austin,TX,First Choice Emergency Room,1
97239,Portland,OR,The John Ross,1
32907,Palm Bay,FL,Sham Shield Powerwashing,1
V5G 2W2,Burnaby,BC,Marvel Plumbing + Drainage,1
78734,Lakeway,TX,A Locksmith Jo Jo's Lock & Safe,1
97214,Portland,OR,RobProPhoto,1
02144,Somerville,MA,Dynamic Plumbing Heating & Gas Fitting,1
97236,Portland,OR,B & G Excavation and Plumbing,1
32819,Orlando,FL,Best Western Plus Universal Inn,1
78759,Austin,TX,Ultimate Outdoor Entertainment,1
01880,Wakefield,MA,Keith's Tree Removal,1
01887,Wilmington,MA,Integrity Electrical Services,1
78757,Austin,TX,ABA Heating and Cooling,1
30319,Atlanta,GA,Chevron,1
78730,Austin,TX,Anytime Fitness,1
30341,Atlanta,GA,Echols Home Improvements,1
30348,Atlanta,GA,Good2go Auto Insurance,1
02474,Arlington,MA,Sensible Livery Service,1
97227,Portland,OR,Coyote Midwifery,1
78610,Buda,TX,Studio 6,1
97005,Beaverton,OR,Subway,1
30344,Atlanta,GA,Homewood Suites by Hilton Atlanta Airport North,1
43213,Columbus,OH,Steak ’n Shake,1
30336,Atlanta,GA,Red Roof Inn & Suites Atlanta - Midtown,1
78748,Austin,TX,Elan Southpark Meadows by Civitas,1
97230,Portland,OR,Zee's Towing,1
78727,Austin,TX,Spyker Towing and Roadside Assistance,1
02155,Medford,MA,Courtyard Nursing Care Center,1
97006,Beaverton,OR,Extended Stay America - Portland - Beaverton - Eider Court,1
43229,Columbus,OH,Comfort Inn North Conference Center,1
32801,Orlando,FL,HelloTech,1
78701,Austin,TX,Ascension Dell Seton Medical Center at The University of Texas,1
98661,Vancouver,WA,Mill Plain Self Serve Car Wash,1
97229,Portland,OR,Bridge City Limos,1
02138,Cambridge,MA,Harvard Square Hotel,1
78745,Austin,TX,Ace Sandblasting And Restoration,1
78753,Austin,TX,Big As Texas Limousine Service,1
30060,Marietta,GA,AnyTime Laundry,1
32812,Orlando,FL,Jesse Scotts Tree Service,1
43215,Columbus,OH,Columbus Locks & Keys,1
78750,Austin,TX,Pronto Rides,1
98662,Vancouver,WA,Anytime Fitness,1
32817,Orlando,FL,Good Life Funeral Home & Cremation,1
97230,Portland,OR,Stanley Steemer,1
32819,Orlando,FL,Home Inspections 123,1
43125,Groveport,OH,McDonald's,1
V5L 3J2,Vancouver,BC,Vancouver Taxi,1
V5P 2A5,Vancouver,BC,Top Locksmith,1
02132,Boston,MA,US Gov't VAMC West Roxbury,1
78728,Austin,TX,SERVPRO of North Central Austin,1
78724,Austin,TX,On Call Towing Austin,1
02188,Weymouth,MA,Barber Home Inspections,1
30080,Smyrna,GA,Howard's Wrecker Service and Body Shop,1
78758,Austin,TX,Arnold Yzaguirre Classical/Solo Guitar,1
97213,Portland,OR,Champion Drain Cleaning,1
78734,Austin,TX,Longhorn Smart Home Solutions,1
78701,Austin,TX,1-512-Deliver,1
32714,Altamonte Springs,FL,Universal Heating & Air Conditioning,1
43228,Columbus,OH,Holiday Inn Columbus - Hilliard,1
32826,Orlando,FL,Anytime Fitness,1
78758,Austin,TX,Manon's Shared Kitchen,1
30313,Atlanta,GA,Urgent Care 24/7 Centennial Park,1
43215,Columbus,OH,Home2 Suites by Hilton Columbus Downtown,1
97266,Portland,OR,Elite Towing & Recovery,1
02026,Dedham,MA,No Limit Transportation,1
30067,Marietta,GA,AllGood Garage Door Company,1
01801,Woburn,MA,Hampton Inn,1
30329,Atlanta,GA,A.G. Rhodes,1
43017,Dublin,OH,Homewood Suites by Hilton Columbus-Dublin,1
02118,Boston,MA,Just Add Cooking,1
02144,Somerville,MA,QuickSilva Title & Real Estate Law,1
30326,Atlanta,GA,City Boys R Us,1
78749,Austin,TX,Brenda Marlin Doula and Childbirth Services,1
32808,Orlando,FL,McDonald's,1
80303,Boulder,CO,Green Ride Boulder,1
43206,Columbus,OH,Snap Fitness 24/7,1
43215,Columbus,OH,Holiday Inn Express Columbus Downtown,1
78617,Del Valle,TX,The Parking Spot East,1
43201,Columbus,OH,Harrison House Bed & Breakfast,1
02446,Brookline,MA,Coolidge Corner Guest House,1
78744,Austin,TX,Empire Today,1
97024,Fairview,OR,Rich's Tree Service,1
43147,Pickerington,OH,Best Western Executive Suites - Columbus East,1
34746,Kissimmee,FL,Quality Inn & Suites Eastgate,1
V6Z 1L2,Vancouver,BC,7-Eleven,1
02171,North Quincy,MA,Dunkin',1
V6Z 1B7,Vancouver,BC,Subway,1
V3W 1B3,Surrey,BC,Newton Whalley Taxi,1
97296,Portland,OR,Hart Mind Soul,1
32826,Orlando,FL,University Behavioral Center,1
34741,Kissimmee,FL,Maingate Taxi,1
78758,Austin,TX,Carefree Weddings,1
78746,Austin,TX,Kent Redding - Berkshire Hathaway,1
V7X 1M8,Vancouver,BC,Canada Drives,1
78701,Greater Austin,TX,Lone Star Air Duct and Chimney,1
78750,Austin,TX,APlusCabinetry,1
78720,Austin,TX,ATX Cleaning Services,1
78701,Austin,TX,Flightbucks,1
78705,Austin,TX,Home Run HCS,1
02188,Weymouth,MA,Maid to Perfection,1
02171,Quincy,MA,Holiday Inn Express Boston - Quincy,1
32826,Orlando,FL,Road Rescue 24/7,1
02116,Boston,MA,Back Bay Glass,1
43229,Columbus,OH,McDonald's,1
78701,Austin,TX,Krystal Luxury Transportation,1
97219,Portland,OR,West Hills Health & Rehabilitation,1
43214,Columbus,OH,Applebee's,1
78753,Austin,TX,Quality Inn & Suites Downtown North,1
30314,Atlanta,GA,All Pro Pressure Washing Services,1
78753,Austin,TX,CORT Furniture Outlet,1
30341,Atlanta,GA,Barking Up the Right Tree,1
V5X 2R1,Vancouver,BC,McDonald's,1
78748,Austin,TX,1st Home & Commercial Services,1
02459,Newton,MA,Pave Tech,1
01864,North Reading,MA,Gold Leaf Photo Studio,1
97219,Portland,OR,Automated Environments Northwest,1
43081,Westerville,OH,CVS Pharmacy,1
V3K 6V5,Coquitlam,BC,Canstar Restorations,1
78752,Austin,TX,All Year Heating & Cooling,1
V6B 8P5,Vancouver,BC,Yaletown Locksmith,1
78723,Austin,TX,Lone Star Leash Services,1
97223,Tigard,OR,Ducky Dog Spa,1
02155,Medford,MA,Snake It Away,1
01960,Peabody,MA,Extended Stay America - Boston - Peabody,1
97230,Portland,OR,Chen's Acupuncture and Massage Center,1
30312,Atlanta,GA,Atlanta Family & Wedding Photographer,1
34787,Winter Garden,FL,Concierge Realty,1
78759,Austin,TX,Sandoval & James,1
32773,Sanford,FL,Anytime Bail Bonds,1
30338,Atlanta,GA,Staybridge Suites Atlanta Perimeter Center,1
78704,Austin,TX,Austin Eco Detailing,1
30339,Atlanta,GA,Extended Stay America - Atlanta - Vinings,1
78754,Austin,TX,Austin's Finest Janitorial Service,1
01949,Middleton,MA,"Absolute Precision Plumbing, Heating & Cooling",1
43068,Reynoldsburg,OH,Fairfield Inn & Suites by Marriott Columbus East,1
01949,Middleton,MA,Drain Pro Corp,1
78751,Austin,TX,Motel 6,1
32810,Orlando,FL,7-Eleven,1
02451,Waltham,MA,Dunkin',1
30312,Atlanta,GA,CVS Pharmacy,1
78753,Austin,TX,Austin Choice Executive Sedan & Limo,1
43123,Grove City,OH,Red Roof Inn Columbus - Grove City,1
78746,Austin,TX,Collected,1
30363,Atlanta,GA,Urgent Locksmith,1
02090,Westwood,MA,Speed Livery Service of Norwood,1
78741,Austin,TX,Staybridge Suites Austin Airport,1
V6J 1P2,Vancouver,BC,Nurse Next Door Home Care Services - Vancouver,1
97232,Portland,OR,Caputo Realty Group,1
43017,Dublin,OH,Home2 Suites by Hilton - Columbus/Dublin,1
32773,Sanford,FL,Apollo's Chariots,1
30080,Smyrna,GA,Extended Stay America - Atlanta - Cumberland Mall,1
78759,Austin,TX,Pavilion at Great Hills,1
32750,Longwood,FL,Astoria Heating & Cooling,1
78704,Austin,TX,ABC Sandblasting,1
78735,Austin,TX,Extended Stay America - Austin - Southwest,1
97220,Portland,OR,Timberland Tree Service,1
34787,Winter Garden,FL,McDonald's,1
30033,Decatur,GA,Atlanta VA Medical Center,1
30328,Atlanta,GA,Microtel Inn,1
34759,Poinciana,FL,Anytime Fitness,1
97220,Portland,OR,TJW Shuttle,1
01801,Woburn,MA,SureRide,1
97062,Tualatin,OR,Marquis Tualatin Post Acute Rehab,1
97223,Tigard,OR,Allstar Towing,1
32804,Orlando,FL,Pro-Tech Air Conditioning & Plumbing Service,1
78701,Austin,TX,Chambers & Associates - Attorneys At Law,1
97266,Portland,OR,Econo Lodge Portland - I-205,1
32827,Orlando,FL,Florida Magical Tours and Transportation,1
02125,Boston,MA,Round The Clock Moving,1
43016,Dublin,OH,CVS Pharmacy,1
02116,Boston,MA,Freedom Tail,1
02184,Braintree,MA,Academy Bus,1
V3N 2S9,Burnaby,BC,HiFive24,1
32730,Fern Park,FL,McDonald's,1
43017,Dublin,OH,Mesh Fitness,1
43207,Obetz,OH,McDonald's,1
30319,Atlanta,GA,Kiwi Services,1
01867,Reading,MA,Cooling Unlimited,1
43202,Columbus,OH,Residence Inn by Marriott Columbus University Area,1
98661,Vancouver,WA,Columbia River Veterinary Specialists,1
30079,Scottdale,GA,Hurt Roadside Assistance,1
43026,Hilliard,OH,All-Knight Heating & Cooling,1
97239,Portland,OR,Holly Dresher Photography,1
78751,Austin,TX,Green Cremation Texas - Austin Funeral Home,1
V6B 1Y7,Vancouver,BC,A&W,1
43235,Columbus,OH,Hyatt Place Columbus/Worthington,1
97215,Portland,OR,Columbia Coin Company,1
78744,Austin,TX,Red Roof Plus,1
78759,Austin,TX,Superior HVAC Austin,1
01801,Woburn,MA,Addario's Services,1
02453,Waltham,MA,SERVPRO of Lexington-Bedford & Waltham/Weston/Watertown/Wayland,1
78752,Austin,TX,Econo Lodge,1
02215,Boston,MA,East Coast Soul,1
43123,Grove City,OH,McDonald's,1
97222,Milwaukie,OR,Oregon Trail Recovery,1
32807,Orlando,FL,Affordable Arbor Care,1
32750,Longwood,FL,United States Heating & Air Conditioning,1
V3T 2X1,Surrey,BC,Yogis Kitchen,1
78752,Austin,TX,Eudaimonia Recovery Homes,1
43219,Columbus,OH,"Country Inn & Suites By Carlson, Columbus Airport, OH",1
02116,Boston,MA,Personal MBA Coach,1
02451,Waltham,MA,Clark Plumbing & Heating Solutions,1
02151,Revere,MA,Atlantic Taxi,1
30329,Atlanta,GA,McDonald's,1
02368,Randolph,MA,ETS International,1
97232,Portland,OR,D & F Plumbing,1
34747,Kissimmee,FL,AD Pool Cleaning Services & Repairs,1
43228,Columbus,OH,Motel 6,1
02135,Boston,MA,United Private Car,1
02451,Waltham,MA,Holiday Inn Express Boston-Waltham,1
98683,Vancouver,WA,Avamere Rehabilitation of Cascade Park,1
78759,Austin,TX,Same Day Appliance Repair,1
02128,East Boston,MA,Ruggiero Family Memorial Home,1
43240,Columbus,OH,Comfort Inn North/Polaris,1
02111,Boston,MA,Tufts Children’s Hospital,1
78750,Austin,TX,Jim Gray's Heating and Cooling,1
97224,Portland,OR,Mike's Lock & Safe,1
V6Z 2S8,Vancouver,BC,Green Valley Pest Control,1
78752,Austin,TX,Cook-Walden Funeral Home,1
32817,Orlando,FL,TownePlace Suites Orlando East/UCF Area,1
78745,Austin,TX,QMart,1
97211,Portland,OR,Econo Lodge Expo Center,1
02134,Allston,MA,D&G Towing and Auto Repair Services,1
32806,Orlando,FL,Subway,1
98661,Vancouver,WA,Pacific Motorcycle Transport,1
30318,Atlanta,GA,Patchwerk Recording Studios,1
80027,Louisville,CO,Residence Inn Boulder Louisville,1
97223,Portland,OR,Rev. Dee Richardson - Diva Matters Ministry,1
97003,Beaverton,OR,Purdy's Pacific Construction,1
43240,Columbus,OH,Staybridge Suites Columbus Polaris,1
30305,Atlanta,GA,GibsonBreen & Co,1
02124,Boston,MA,GreenOp,1
80301,Boulder,CO,Meyers Heating & Air Conditioning,1
01880,Wakefield,MA,Falite Bros,1
32809,Orlando,FL,Travelodge by Wyndham Orlando Near Florida Mall,1
30327,Atlanta,GA,West Paces Ferry Shell,1
02184,Braintree,MA,T Morrell Gutters & Roofing,1
01970,Salem,MA,History Alive! Cry Innocent,1
32811,Orlando,FL,DLJ Towing & Roadside Assistance,1
02151,Revere,MA,Rapid Flow Drain Cleaning,1
V7J 1E1,North Vancouver,BC,North Shore Auto Wash,1
97229,Portland,OR,3 Day Blinds Shop-At-Home Services,1
43204,Columbus,OH,Wendy's,1
30043,Lawrenceville,GA,ASAP Towing,1
34786,Windermere,FL,247 HiTek,1
43212,Columbus,OH,Speedway,1
98665,Vancouver,WA,Ross Pacific Management,1
01880,Wakefield,MA,Phil Howe's Towing Service Inc,1
V5C 6N5,Burnaby,BC,Accent Inn Burnaby,1
78731,Austin,TX,Texas Home Health,1
78752,Austin,TX,Aus Tex Restoration,1
02140,Cambridge,MA,Santana Properties Team - Keller Williams Cambridge,1
97212,Portland,OR,Georgian House Bed & Breakfast,1
32780,Brevard County,FL,Broom Hildy,1
43214,Columbus,OH,Precise Moving Services,1
98665,Vancouver,WA,Mr. Rooter Plumbing of Vancouver,1
97035,Lake Oswego,OR,Lake Oswego Pet Emergency,1
78741,Austin,TX,Roberts Towing,1
32811,Orlando,FL,Integrity Locksmith Services,1
80303,Boulder,CO,Anytime Fitness,1
30345,Atlanta,GA,Quality Inn Northlake,1
43219,Columbus,OH,Best Western Port Columbus,1
78660,Pflugerville,TX,7-Eleven,1
78704,Austin,TX,Pressman Studio Photography,1
32789,Winter Park,FL,7-Eleven,1
78737,Austin,TX,Anytime Fitness,1
32822,Orlando,FL,MCO Park EZ Fly,1
97005,Beaverton,OR,PDX Landscaping,1
02108,Boston,MA,WooCana CBD Oil,1
78733,Austin,TX,Princess Parties and More,1
02149,Everett,MA,"enVision Hotel Boston-Everett, an Ascend Hotel Collection Member",1
02119,Boston,MA,Fort Hill Inn,1
02445,Brookline,MA,Homewood Suites by Hilton Boston Brookline-Longwood Medical,1
V6P 5Y1,Vancouver,BC,Denny's,1
32792,Orlando,FL,New York Diner,1
32806,Orlando,FL,City Cab Company,1
43219,Columbus,OH,Columbus Springs East,1
02062,Norwood,MA,Shamrock Overhead Door,1
97232,Portland,OR,American Auto Shipping,1
43209,Bexley,OH,Snap Fitness,1
78610,Buda,TX,Buda Taxi,1
30344,East Point,GA,Hampton Inn & Suites Atlanta Airport West/Camp Creek Pkwy,1
78610,Buda,TX,Brite and Shiny Car Wash,1
43123,Grove City,OH,Mount Carmel Grove City,1
30361,Atlanta,GA,Atlanta's Choice Garage Door Repair Company,1
43215,Columbus,OH,Beyond Limits Training,1
97236,Portland,OR,Carl's Jr,1
43240,Columbus,OH,Four Points by Sheraton Columbus - Polaris,1
43205,Columbus,OH,The Wheeler Team with Core Ohio Realty Advisors,1
32808,Orlando,FL,Diamond Cab Company,1
02129,Boston,MA,BluePearl Pet Hospital,1
97218,Portland,OR,Sun Country Airlines,1
30344,Atlanta,GA,Landmark Diner,1
97206,Portland,OR,Rose City Towing & Recovery,1
78744,Austin,TX,Victory Outreach Austin,1
